County,Census,Estimates Base,2010,2011,2012,2013,State,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062
Greene,9045,9045,8991,8905,8848,8752.300000000047,Alabama,8680.800000000047,8603.490000000049,8526.18000000008,8448.870000000083,8371.560000000085,8294.250000000087,8216.940000000119,8139.630000000121,8062.320000000123,7985.010000000155,7907.700000000157,7830.3900000001595,7753.080000000191,7675.770000000193,7598.460000000196,7521.150000000198,7443.840000000229,7366.530000000232,7289.220000000234,7211.910000000265,7134.600000000268,7057.29000000027,6979.980000000272,6902.670000000304,6825.360000000306,6748.0500000003085,6670.74000000034,6593.430000000342,6516.120000000345,6438.810000000376,6361.500000000378,6284.190000000381,6206.880000000383,6129.570000000414,6052.260000000417,5974.950000000419,5897.6400000004505,5820.330000000453,5743.020000000455,5665.7100000004575,5588.400000000489,5511.090000000491,5433.780000000494,5356.470000000525,5279.160000000527,5201.85000000053,5124.540000000561,5047.230000000563,4969.920000000566
Hale,15760,15760,15732,15389,15420,15344.700000000012,Alabama,15188.70000000004,15075.610000000044,14962.520000000048,14849.430000000051,14736.340000000026,14623.25000000003,14510.160000000033,14397.070000000036,14283.98000000004,14170.890000000043,14057.800000000047,13944.710000000021,13831.620000000024,13718.530000000028,13605.440000000031,13492.350000000035,13379.260000000038,13266.170000000042,13153.080000000016,13039.99000000002,12926.900000000023,12813.810000000027,12700.72000000003,12587.630000000034,12474.540000000008,12361.450000000012,12248.360000000015,12135.270000000019,12022.180000000022,11909.090000000026,11796.00000000003,11682.910000000003,11569.820000000007,11456.73000000001,11343.640000000014,11230.550000000017,11117.460000000021,11004.370000000024,10891.279999999999,10778.190000000002,10665.100000000006,10552.01000000001,10438.920000000013,10325.830000000016,10212.74000000002,10099.649999999994,9986.559999999998,9873.470000000001,9760.380000000005
Henry,17302,17302,17290,17424,17285,17305.6,Alabama,17303.100000000006,17293.880000000005,17284.660000000007,17275.44000000001,17266.22000000001,17257.00000000001,17247.78000000001,17238.560000000012,17229.340000000015,17220.120000000014,17210.900000000016,17201.680000000015,17192.460000000017,17183.24000000002,17174.02000000002,17164.80000000002,17155.58000000002,17146.360000000022,17137.14000000002,17127.920000000024,17118.700000000026,17109.480000000025,17100.260000000028,17091.040000000026,17081.82000000003,17072.60000000003,17063.38000000003,17054.160000000033,17044.94000000003,17035.720000000034,17026.500000000036,17017.280000000035,17008.060000000038,16998.840000000037,16989.62000000004,16980.40000000004,16971.18000000004,16961.960000000043,16952.74000000004,16943.520000000044,16934.300000000047,16925.080000000045,16915.860000000048,16906.640000000047,16897.42000000005,16888.20000000005,16878.98000000005,16869.760000000053,16860.54000000005
Houston,101547,101547,101793,102371,103298,103765.29999999981,Alabama,104517.79999999935,105202.18999999948,105886.57999999938,106570.96999999927,107255.35999999917,107939.74999999907,108624.1399999992,109308.5299999991,109992.919999999,110677.30999999889,111361.69999999902,112046.08999999892,112730.47999999882,113414.86999999871,114099.25999999861,114783.64999999874,115468.03999999864,116152.42999999854,116836.81999999844,117521.20999999857,118205.59999999846,118889.98999999836,119574.37999999826,120258.76999999839,120943.15999999829,121627.54999999818,122311.93999999808,122996.32999999798,123680.71999999811,124365.109999998,125049.4999999979,125733.8899999978,126418.27999999793,127102.66999999783,127787.05999999773,128471.44999999763,129155.83999999752,129840.22999999765,130524.61999999755,131209.00999999745,131893.39999999735,132577.78999999748,133262.17999999737,133946.56999999727,134630.95999999717,135315.34999999707,135999.7399999972,136684.1299999971,137368.519999997
Jackson,53227,53226,53159,53235,53048,52976.600000000006,Alabama,52921.100000000035,52847.68000000005,52774.26000000004,52700.840000000026,52627.42000000004,52554.00000000003,52480.580000000045,52407.16000000003,52333.74000000005,52260.320000000036,52186.90000000005,52113.48000000004,52040.060000000056,51966.64000000004,51893.22000000006,51819.80000000005,51746.38000000006,51672.96000000005,51599.54000000004,51526.12000000005,51452.70000000004,51379.28000000006,51305.860000000044,51232.44000000006,51159.02000000005,51085.600000000064,51012.18000000005,50938.76000000007,50865.340000000055,50791.92000000007,50718.50000000006,50645.080000000075,50571.66000000006,50498.24000000008,50424.820000000065,50351.40000000005,50277.98000000007,50204.560000000056,50131.14000000007,50057.72000000006,49984.300000000076,49910.88000000006,49837.46000000008,49764.040000000066,49690.62000000008,49617.20000000007,49543.780000000086,49470.36000000007,49396.94000000009
Jefferson,658466,658474,658514,657998,658327,659063.1,Alabama,658969.6000000001,659167.2300000002,659364.8600000002,659562.4900000002,659760.1200000003,659957.7500000005,660155.3800000005,660353.0100000005,660550.6400000006,660748.2700000006,660945.9000000006,661143.5300000007,661341.1600000008,661538.7900000009,661736.4200000009,661934.050000001,662131.680000001,662329.310000001,662526.9400000011,662724.5700000012,662922.2000000012,663119.8300000012,663317.4600000014,663515.0900000014,663712.7200000014,663910.3500000015,664107.9800000016,664305.6100000016,664503.2400000016,664700.8700000017,664898.5000000019,665096.1300000018,665293.7600000019,665491.390000002,665689.020000002,665886.650000002,666084.2800000021,666281.9100000022,666479.5400000021,666677.1700000023,666874.8000000024,667072.4300000024,667270.0600000024,667467.6900000025,667665.3200000026,667862.9500000026,668060.5800000026,668258.2100000028,668455.8400000028
Lamar,14564,14564,14499,14292,14265,14200.600000000006,Alabama,14083.600000000006,13991.380000000005,13899.160000000003,13806.940000000002,13714.720000000001,13622.5,13530.279999999999,13438.059999999998,13345.839999999997,13253.619999999995,13161.399999999994,13069.179999999993,12976.959999999992,12884.73999999999,12792.51999999999,12700.299999999988,12608.079999999987,12515.859999999986,12423.639999999985,12331.419999999984,12239.199999999983,12146.979999999981,12054.75999999998,11962.539999999979,11870.319999999978,11778.099999999977,11685.879999999976,11593.659999999974,11501.439999999973,11409.219999999972,11316.99999999997,11224.77999999997,11132.559999999969,11040.339999999967,10948.119999999966,10855.899999999965,10763.679999999964,10671.459999999963,10579.239999999962,10487.01999999996,10394.79999999996,10302.579999999958,10210.359999999957,10118.139999999956,10025.919999999955,9933.699999999953,9841.479999999952,9749.259999999951,9657.03999999995
Lauderdale,92709,92709,92723,92601,92682,92746.20000000001,Alabama,92725.70000000003,92740.76000000001,92755.82,92770.88,92785.93999999999,92800.99999999997,92816.05999999997,92831.11999999997,92846.17999999995,92861.23999999995,92876.29999999993,92891.35999999993,92906.41999999993,92921.47999999991,92936.5399999999,92951.59999999989,92966.65999999989,92981.71999999987,92996.77999999987,93011.83999999985,93026.89999999985,93041.95999999985,93057.01999999983,93072.07999999983,93087.13999999981,93102.19999999981,93117.2599999998,93132.31999999979,93147.37999999977,93162.43999999977,93177.49999999977,93192.55999999975,93207.61999999975,93222.67999999973,93237.73999999973,93252.79999999973,93267.85999999971,93282.9199999997,93297.97999999969,93313.03999999969,93328.09999999969,93343.15999999967,93358.21999999965,93373.27999999965,93388.33999999965,93403.39999999963,93418.45999999963,93433.51999999961,93448.57999999961
Lawrence,34339,34339,34309,34055,33777,33565.40000000014,Alabama,33299.4000000002,33048.52000000025,32797.64000000025,32546.7600000003,32295.880000000296,32045.00000000035,31794.120000000345,31543.240000000398,31292.360000000393,31041.480000000447,30790.6000000005,30539.720000000496,30288.84000000055,30037.960000000545,29787.0800000006,29536.200000000594,29285.320000000647,29034.440000000643,28783.560000000696,28532.68000000075,28281.800000000745,28030.9200000008,27780.040000000794,27529.160000000848,27278.280000000843,27027.400000000896,26776.52000000095,26525.640000000945,26274.760000001,26023.880000000994,25773.000000001048,25522.120000001043,25271.240000001097,25020.360000001092,24769.480000001146,24518.6000000012,24267.720000001194,24016.840000001248,23765.960000001243,23515.080000001297,23264.200000001292,23013.320000001346,22762.44000000134,22511.560000001395,22260.68000000145,22009.800000001444,21758.920000001497,21508.040000001492,21257.160000001546
Lee,140247,140296,140850,143869,147808,150993.19999999925,Alabama,154472.19999999925,157909.05999999866,161345.919999999,164782.7799999984,168219.63999999873,171656.49999999814,175093.35999999847,178530.21999999788,181967.0799999982,185403.93999999762,188840.79999999795,192277.65999999736,195714.5199999977,199151.3799999971,202588.23999999743,206025.09999999683,209461.95999999717,212898.81999999657,216335.6799999969,219772.5399999963,223209.39999999665,226646.25999999605,230083.1199999964,233519.9799999958,236956.83999999613,240393.69999999553,243830.55999999586,247267.41999999527,250704.2799999956,254141.139999995,257577.99999999534,261014.85999999475,264451.7199999951,267888.5799999945,271325.4399999948,274762.29999999516,278199.15999999456,281636.0199999949,285072.8799999943,288509.73999999464,291946.59999999404,295383.4599999944,298820.3199999938,302257.1799999941,305694.0399999935,309130.89999999385,312567.75999999326,316004.6199999936,319441.479999993
Limestone,82782,82782,83227,85537,87384,89053.3999999999,Alabama,91131.8999999999,93064.52000000002,94997.14000000013,96929.76000000024,98862.37999999989,100795.0,102727.62000000011,104660.24000000022,106592.86000000034,108525.48000000045,110458.1000000001,112390.7200000002,114323.34000000032,116255.96000000043,118188.58000000054,120121.20000000065,122053.82000000076,123986.44000000041,125919.06000000052,127851.68000000063,129784.30000000075,131716.92000000086,133649.54000000097,135582.16000000108,137514.78000000073,139447.40000000084,141380.02000000095,143312.64000000106,145245.26000000117,147177.88000000129,149110.5000000014,151043.12000000104,152975.74000000115,154908.36000000127,156840.98000000138,158773.6000000015,160706.2200000016,162638.8400000017,164571.46000000136,166504.08000000147,168436.70000000158,170369.3200000017,172301.9400000018,174234.56000000192,176167.18000000203,178099.80000000168,180032.4200000018,181965.0400000019,183897.660000002
Lowndes,11299,11299,11278,11116,10846,10686.500000000058,Alabama,10470.500000000116,10266.050000000163,10061.600000000151,9857.150000000198,9652.700000000186,9448.250000000175,9243.800000000221,9039.35000000021,8834.900000000198,8630.450000000244,8426.000000000233,8221.550000000221,8017.100000000268,7812.650000000256,7608.200000000303,7403.750000000291,7199.300000000279,6994.850000000326,6790.400000000314,6585.950000000303,6381.500000000349,6177.050000000338,5972.600000000384,5768.1500000003725,5563.700000000361,5359.250000000407,5154.800000000396,4950.350000000384,4745.900000000431,4541.450000000419,4337.000000000466,4132.550000000454,3928.1000000004424,3723.650000000489,3519.2000000004773,3314.7500000004657,3110.3000000005122,2905.8500000005006,2701.400000000489,2496.9500000005355,2292.500000000524,2088.0500000005704,1883.6000000005588,1679.1500000005472,1474.7000000005937,1270.250000000582,1065.8000000005704,861.350000000617,656.9000000006054
Macon,21452,21450,21541,21215,20383,19748.100000000093,Alabama,19169.09999999986,18548.029999999795,17926.959999999963,17305.889999999898,16684.819999999832,16063.75,15442.679999999935,14821.60999999987,14200.539999999804,13579.469999999972,12958.399999999907,12337.329999999842,11716.26000000001,11095.189999999944,10474.119999999879,9853.049999999814,9231.979999999981,8610.909999999916,7989.839999999851,7368.770000000019,6747.699999999953,6126.629999999888,5505.560000000056,4884.489999999991,4263.4199999999255,3642.3499999998603,3021.280000000028,2400.2099999999627,1779.1399999998976,1158.0700000000652,537.0,-84.07000000006519,-705.1400000001304,-1326.2099999999627,-1947.280000000028,-2568.350000000093,-3189.4199999999255,-3810.4899999999907,-4431.560000000056,-5052.630000000121,-5673.699999999953,-6294.770000000019,-6915.840000000084,-7536.909999999916,-8157.979999999981,-8779.050000000047,-9400.120000000112,-10021.189999999944,-10642.26000000001
Madison,334811,334811,336204,339681,342762,346656.5,Alabama,349935.49999999907,353379.3499999996,356823.19999999925,360267.0499999998,363710.89999999944,367154.75,370598.60000000056,374042.4500000002,377486.30000000075,380930.1500000004,384374.00000000093,387817.85000000056,391261.7000000011,394705.55000000075,398149.4000000013,401593.25000000093,405037.1000000015,408480.9500000011,411924.8000000017,415368.6500000013,418812.50000000186,422256.3500000015,425700.20000000205,429144.0500000017,432587.90000000224,436031.75000000186,439475.6000000024,442919.45000000205,446363.3000000026,449807.15000000224,453251.0000000028,456694.8500000024,460138.700000003,463582.5500000026,467026.40000000317,470470.2500000037,473914.10000000335,477357.9500000039,480801.80000000354,484245.6500000041,487689.5000000037,491133.3500000043,494577.2000000039,498021.05000000447,501464.9000000041,504908.75000000466,508352.6000000043,511796.45000000484,515240.30000000447
Marengo,21027,21029,20941,20689,20389,20144.799999999814,Alabama,19868.79999999993,19599.939999999828,19331.079999999725,19062.21999999974,18793.359999999637,18524.499999999534,18255.63999999955,17986.779999999446,17717.919999999343,17449.059999999357,17180.199999999255,16911.339999999152,16642.47999999905,16373.619999999064,16104.759999998962,15835.89999999886,15567.039999998873,15298.17999999877,15029.319999998668,14760.459999998682,14491.59999999858,14222.739999998477,13953.879999998375,13685.019999998389,13416.159999998286,13147.299999998184,12878.439999998198,12609.579999998095,12340.719999997993,12071.859999998007,11802.999999997905,11534.139999997802,11265.2799999977,10996.419999997714,10727.559999997611,10458.699999997509,10189.839999997523,9920.97999999742,9652.119999997318,9383.259999997215,9114.39999999723,8845.539999997127,8576.679999997024,8307.819999997038,8038.959999996936,7770.0999999968335,7501.2399999968475,7232.379999996745,6963.519999996643
Marion,30776,30777,30814,30741,30538,30360.29999999999,Alabama,30222.300000000047,30065.890000000014,29909.47999999998,29753.070000000007,29596.659999999974,29440.25,29283.839999999967,29127.429999999935,28971.01999999996,28814.609999999928,28658.199999999895,28501.78999999992,28345.37999999989,28188.969999999856,28032.55999999988,27876.14999999985,27719.739999999874,27563.32999999984,27406.91999999981,27250.509999999835,27094.099999999802,26937.68999999977,26781.279999999795,26624.869999999763,26468.45999999973,26312.049999999756,26155.639999999723,25999.22999999969,25842.819999999716,25686.409999999683,25529.99999999971,25373.589999999676,25217.179999999644,25060.76999999967,24904.359999999637,24747.949999999604,24591.53999999963,24435.129999999597,24278.719999999565,24122.30999999959,23965.899999999558,23809.489999999583,23653.07999999955,23496.669999999518,23340.259999999544,23183.84999999951,23027.43999999948,22871.029999999504,22714.61999999947
